Route,Day,Location,Incident,Min Gap,Date_,Month,Hour
134,Tuesday,FINCHDENE AND FINCH,Emergency Services,30,2024-05-21,5,21
53,Friday,FINCH STATION,Mechanical,26,2024-02-09,2,12
7,Thursday,YORK MILLS STATION,Utilized Off Route,18,2024-04-18,4,5
24,Thursday,CONSUMERS AND VICTORIA,Utilized Off Route,48,2024-06-13,6,14
131,Tuesday,NEILSON AND TAPSCOTT,Mechanical,20,2024-01-09,1,17
54,Sunday,EGLINTON STATION,Security,32,2024-09-15,9,15
52,Thursday,LAWRENCE WEST STATION,Mechanical,54,2024-06-13,6,16
924,Tuesday,VICTORIA PARK STATION,Mechanical,20,2024-08-20,8,6
904,Tuesday,KENNEDY STATION,Mechanical,24,2024-09-24,9,13
134,Friday,SCARBOROUGH CENTRE STA,Mechanical,20,2024-08-09,8,15
108,Thursday,STEELES AND NORTHWEST,Mechanical,22,2024-09-12,9,20
939,Friday,WARDEN STATION,Collision - TTC,24,2024-09-20,9,8
119,Tuesday,WILSON GARAGE,Mechanical,48,2024-05-28,5,15
73,Tuesday,ROYAL YORK AND DUNDAS,Investigation,44,2024-07-16,7,21
41,Friday,KEELE AND LAWRENCE,Mechanical,20,2024-09-06,9,20
7,Saturday,BATHURST AND DREWRY,Emergency Services,20,2024-02-17,2,0
96,Wednesday,ISLINGTON AND RESOURCE,Collision - TTC,18,2024-01-10,1,9
900,Saturday,DUNDAS AND SUBWAY CRES,Collision - TTC,13,2024-03-16,3,17
102,Friday,MARKHAM AND BRIMORTON,Mechanical,40,2024-01-12,1,23
112,Sunday,ATTWELL DR AND FARNBOR,Mechanical,38,2024-09-15,9,22
116,Wednesday,MORNINGSIDE AND MILNER,Mechanical,16,2024-06-19,6,15
30,Tuesday,KEELE AND JUNCTION,Security,48,2024-03-26,3,11
171,Sunday,INDUSTRY AND RAY AVE,Operations - Operator,40,2024-02-18,2,15
118,Tuesday,WILSON STATION,Vision,45,2024-07-23,7,14
102,Tuesday,MARKHAM AND NASHDENE,Collision - TTC,20,2024-07-23,7,12
24,Tuesday,VICTORIA PARK STATION,Utilized Off Route,20,2024-01-30,1,6
336,Tuesday,FINCH AND YONGE,Operations - Operator,40,2024-03-12,3,3
95,Saturday,ELLESMERE AND WARDEN,Mechanical,32,2024-07-06,7,11
40,Monday,KIPLING STATION,Operations - Operator,40,2024-06-17,6,18
939,Tuesday,KENNEDY STATION,Mechanical,16,2024-01-23,1,19
102,Tuesday,ST CLAIR AND LINDEN,Security,20,2024-09-10,9,18
36,Wednesday,FINCH AND ROMFIELD,Investigation,19,2024-03-27,3,9
960,Monday,STEELES AND ALNESS,Vision,14,2024-05-06,5,16
929,Tuesday,SPRINGHURST LOOP,Utilized Off Route,16,2024-01-30,1,6
102,Thursday,WARDEN STATION,Operations - Operator,20,2024-05-23,5,23
39,Wednesday,FINCH AND WILLOWDALE,Diversion,12,2024-05-15,5,10
935,Monday,JANE STATION,Operations - Operator,20,2024-05-13,5,6
29,Saturday,WILSON STATION,Vision,10,2024-09-21,9,16
36,Monday,FINCH WEST AND GREENVI,Cleaning - Unsanitary,12,2024-05-13,5,10
25,Thursday,DON MILLS STATION,Investigation,14,2024-03-14,3,14
133,Tuesday,NEILSON AND SHEPPARD,Mechanical,32,2024-09-17,9,9
53,Thursday,MIDDLEFIELD AND STEELE,Road Blocked - NON-TTC Collision,44,2024-02-15,2,0
118,Friday,ALBION AND ARNEL COURT,Collision - TTC,20,2024-07-05,7,23
939,Sunday,KENNEDY STATION,Mechanical,42,2024-08-11,8,10
32,Friday,EGLINOTN AND KEELE,Mechanical,24,2024-05-31,5,20
34,Monday,EGLINTON AND DON VALLE,Collision - TTC,20,2024-04-22,4,15
903,Friday,ELLESMERE AND MIDLAND,Mechanical,36,2024-08-09,8,6
131,Friday,KENNEDY STATION,Cleaning - Unsanitary,24,2024-08-16,8,17
165,Monday,WILSON STATION,Cleaning - Unsanitary,20,2024-04-22,4,0
43,Wednesday,KENNEDY AND LAWRENCE,Mechanical,40,2024-01-03,1,12
7,Wednesday,VILLAGE GATE AND STEEL,Investigation,20,2024-08-21,8,20
927,Sunday,HWY 27 AND QUEENS PLAT,Security,24,2024-03-03,3,18
113,Saturday,MAIN STREET STATION,Cleaning - Unsanitary,32,2024-04-13,4,17
7,Saturday,BATHURST AND GREENWIN,Cleaning - Unsanitary,20,2024-07-20,7,23
52,Thursday,ROYAL YORK AND THE WES,Mechanical,40,2024-03-21,3,11
84,Thursday,WESTON AND BRADSTOCK,Utilized Off Route,16,2024-04-11,4,11
126,Thursday,ST CLAIR AND BATHURST,Mechanical,48,2024-09-26,9,14
90,Tuesday,BATHURST STATION,Utilized Off Route,18,2024-04-09,4,6
94,Saturday,CASTLE FRANK STATION,Security,20,2024-03-30,3,19
32,Tuesday,EGLINTON STATION,Mechanical,24,2024-05-07,5,11
35,Wednesday,JANE STATION,Operations - Operator,16,2024-03-27,3,11
935,Thursday,JANE STATION,Utilized Off Route,30,2024-07-11,7,12
36,Saturday,FINCH WEST STATION,Operations - Operator,16,2024-05-18,5,20
71,Thursday,INDUSTRY AND RAY,Mechanical,28,2024-01-25,1,18
86,Friday,KENNEDY STATION,Operations - Operator,40,2024-06-14,6,14
900,Sunday,KIPLING STATION,Operations - Operator,20,2024-03-17,3,18
102,Sunday,MARKHAM AND STEELES,Utilized Off Route,17,2024-06-16,6,16
29,Friday,DUFFERIN AND LAWRENCE,Security,16,2024-02-16,2,14
927,Tuesday,KIPLING STATION,Collision - TTC,20,2024-01-16,1,15
968,Monday,WARDEN AND SHEPPARD,Operations - Operator,36,2024-04-08,4,18
38,Wednesday,ELLESMERE AND MCCOWAN,Mechanical,30,2024-01-24,1,9
35,Wednesday,PIONEER VILLAGE STATIO,Mechanical,24,2024-06-26,6,15
67,Sunday,PHARMACY AND ELLESMERE,Mechanical,32,2024-09-15,9,15
60,Monday,FINCH STATION,Mechanical,22,2024-02-12,2,14
7,Thursday,BATHURST AND BAYCREST,Emergency Services,20,2024-05-16,5,8
70,Thursday,COXWELL STATION,Operations - Operator,20,2024-02-01,2,7
116,Wednesday,NORTH SERVICE AND EGLI,Operations - Operator,20,2024-08-28,8,9
35,Saturday,JANE AND LAWRENCE,Operations - Operator,16,2024-08-03,8,20
90,Monday,BATHURST STATION,Cleaning - Unsanitary,20,2024-03-11,3,23
91,Saturday,WOODBINE STATION,Utilized Off Route,52,2024-01-20,1,13
43,Tuesday,MIDLAND AND STEELES,Security,20,2024-09-17,9,20
25,Saturday,BROADVIEW AND NEALON,Security,24,2024-06-22,6,23
35,Saturday,JANE AND STANLEY,Mechanical,16,2024-03-09,3,7
52,Thursday,PERSON TERMINAL 1,Mechanical,36,2024-08-29,8,21
116,Friday,MORNINGSIDE AND CUMBER,Mechanical,16,2024-03-08,3,19
35,Thursday,JANE AND LAWRENCE,Collision - TTC,16,2024-03-21,3,13
43,Saturday,STEELES AND SILVERSTAR,Operations - Operator,20,2024-04-06,4,9
111,Sunday,THE EAST MALL AND GORD,General Delay,48,2024-08-25,8,23
941,Monday,BLOOR AND LANSDOWNE,Emergency Services,30,2024-03-25,3,6
75,Friday,QUEEN'S QUAY AND JARVI,Mechanical,13,2024-01-19,1,10
52,Thursday,LAWRENCE AND ROYAL YOR,Operations - Operator,40,2024-04-25,4,0
133,Friday,KENNEDY STATION,Mechanical,24,2024-06-21,6,14
34,Friday,EGLINTON STATION,Mechanical,25,2024-03-15,3,18
903,Wednesday,SCARBOROUGH CENTRE STA,Vision,20,2024-05-01,5,17
53,Friday,STEELES AND TARBERT,Mechanical,20,2024-08-30,8,12
112,Friday,WEST MALL AND BLOOR,Diversion,32,2024-01-12,1,17
168,Wednesday,DUNDAS WEST STATION,General Delay,18,2024-03-27,3,17
44,Wednesday,KIPLING AND EVANS,Mechanical,12,2024-08-07,8,15
929,Friday,DUFFERIN AND BLOOR,Emergency Services,16,2024-02-02,2,13
111,Wednesday,EAST MALL AND GIBBS,Mechanical,29,2024-01-24,1,14
116,Friday,MORNINGSIDE AND GUILDW,Emergency Services,20,2024-02-09,2,21
600,Tuesday,PRINCE ARTHUR AND BEDF,Mechanical,10,2024-03-26,3,22
300,Friday,DANFORTH AND VICTORIA,Diversion,28,2024-03-08,3,4
21,Monday,KENNEDY AND OXBRIDGE,Mechanical,40,2024-05-27,5,11
29,Monday,DUFFERIN GATE LOOP,Vision,16,2024-07-08,7,18
929,Thursday,EXHIBITION LOOP,Mechanical,16,2024-01-18,1,8
85,Tuesday,SHEPPARD AND GLEN WATF,Mechanical,32,2024-06-25,6,6
900,Wednesday,PEARSON AIRPORT,Security,20,2024-07-31,7,19
985,Thursday,SHEPPARD AND PHARMACY,Mechanical,32,2024-08-29,8,18
16,Saturday,DANFORETH AND WOLFE AV,Mechanical,20,2024-02-17,2,13
954,Friday,LAWRENCE AND GALLOWAY,Emergency Services,18,2024-04-05,4,8
116,Tuesday,MORNINGSIDE AND TEFFT,Mechanical,19,2024-02-20,2,7
76,Monday,ROYAL YORK STATION,Mechanical,18,2024-04-08,4,9
131,Tuesday,MCLEVIN AND TAPSCOTT,Mechanical,24,2024-02-27,2,6
25,Saturday,PAPE AND O'CONNOR,Mechanical,17,2024-03-16,3,15
36,Saturday,FINCH STATION,Mechanical,11,2024-08-03,8,11
11,Thursday,DAVISVILLE AND YONGE,Cleaning - Unsanitary,45,2024-06-13,6,19
35,Friday,PIONEER VILLAGE STATIO,Cleaning - Unsanitary,12,2024-08-16,8,14
53,Friday,YONGE AND MADAWASKA,Collision - TTC,22,2024-06-21,6,20
95,Saturday,ELLESMERE AND BIRKDALE,Mechanical,20,2024-06-15,6,18
63,Friday,LIBERTY AND ATLANTIC,Operations - Operator,14,2024-07-05,7,18
114,Tuesday,LAKESHORE GARAGE,Mechanical,25,2024-07-09,7,12
939,Monday,FINCH AND LESLIE,Cleaning - Unsanitary,40,2024-08-05,8,12
300,Monday,KENNEDY STATION,Security,25,2024-04-22,4,3
65,Wednesday,CASTLE FRANK STATION,Operations - Operator,26,2024-03-13,3,9
89,Monday,WESTON AND CHURCH,Security,20,2024-08-19,8,22
905,Wednesday,KENNEDY STATION,Mechanical,20,2024-06-26,6,12
75,Saturday,LOWER SHERBOURNE AND Q,Emergency Services,24,2024-07-27,7,13
952,Wednesday,DIXON AND MARTIN GROVE,Mechanical,20,2024-05-22,5,16
939,Friday,FINCH STATION,Mechanical,14,2024-08-09,8,11
52,Wednesday,LAWRENCE AND OLYMPIA,Security,20,2024-06-19,6,8
85,Sunday,SHEPPARD AND GATEFORTH,Mechanical,10,2024-06-09,6,7
95,Friday,RYLANDER AND KINGSTON,Operations - Operator,24,2024-06-14,6,19
29,Monday,DUFFERIN AND DUFFERIN,Security,16,2024-07-29,7,13
133,Saturday,64 KENMARK,Utilized Off Route,24,2024-01-20,1,14
903,Tuesday,ELLESMERE AND KENNEDY,Investigation,20,2024-02-27,2,16
904,Monday,KENNEDY STATION,Mechanical,24,2024-09-23,9,14
165,Friday,WESTON AND FINCH,Mechanical,20,2024-09-27,9,15
57,Tuesday,MIDLAND AND LORD ROBER,Emergency Services,40,2024-08-27,8,20
73,Saturday,ROYAL YORK STATION,Mechanical,44,2024-03-23,3,8
165,Wednesday,YORK MILLS STATION,Vision,16,2024-09-04,9,19
41,Saturday,KEELE STATION,Operations - Operator,18,2024-02-17,2,11
995,Friday,YORK MILLS STATION,Mechanical,20,2024-02-09,2,7
90,Thursday,BRIMLEY AND DANFORTH R,Vision,34,2024-08-22,8,5
29,Tuesday,DUFFERIN AND LAWRENCE,Operations - Operator,16,2024-02-27,2,15
84,Thursday,SIGNET AND GARYRAY,Mechanical,38,2024-03-07,3,8
941,Thursday,KEELE STATION,Mechanical,24,2024-01-04,1,16
116,Friday,MORNINGSIDE AND ELLESM,General Delay,20,2024-01-12,1,21
960,Monday,PIONNER VILLAGE STATIO,Mechanical,18,2024-09-02,9,11
67,Friday,PHARMACY AND ALVINSTON,Mechanical,30,2024-07-05,7,10
996,Thursday,ELLESMERE AND MIDLAND,Mechanical,18,2024-07-11,7,6
29,Tuesday,DUFFERIN AND BRANDON,Cleaning - Unsanitary,16,2024-08-13,8,16
96,Tuesday,HUMBERLINE AND FINCH,Operations - Operator,18,2024-05-07,5,15
38,Friday,ELLESMERE AND PARKINGT,Operations - Operator,28,2024-03-29,3,0
57,Friday,STEELES AND OLD KENNED,Mechanical,30,2024-06-21,6,14
43,Sunday,KENNEDY AND VILLAGE GR,Collision - TTC,20,2024-02-04,2,16
84,Saturday,ARROW GARAGE TO CHANGE,Mechanical,15,2024-07-13,7,14
39,Saturday,FINCH AND MCCOWAN,Mechanical,17,2024-04-27,4,17
116,Wednesday,MORNINGSIDE AND MILITA,Collision - TTC,20,2024-07-31,7,13
41,Monday,ROGERS AND SCOTT,Mechanical,20,2024-04-22,4,20
35,Wednesday,SHEPPARD AND JANE,Mechanical,16,2024-01-03,1,15
112,Saturday,KIPLING STATION,Mechanical,28,2024-08-03,8,16
116,Wednesday,NIGHTSTAR AND WHARNSBY,Operations - Operator,14,2024-08-14,8,7
929,Monday,DUFFERIN AND BOWIE,Mechanical,18,2024-05-27,5,17
61,Friday,AVENUE AND ROSE LAWN,Operations - Operator,40,2024-05-10,5,13
64,Saturday,MAIN STREET STATION,Mechanical,24,2024-03-09,3,16
69,Thursday,WARDEN STATION,Mechanical,23,2024-02-15,2,9
37,Friday,QUEEN'S PLATE AND HARN,Collision - TTC,36,2024-04-26,4,16
12,Wednesday,KINGSTON AND BRIMLEY,Operations - Operator,50,2024-01-24,1,13
91,Saturday,VICTORIA PARK AND SLOA,Mechanical,51,2024-05-11,5,14
86,Thursday,KINGSTON AND LAWRENCE,Mechanical,20,2024-08-22,8,23
116,Saturday,MORNINGSIDE AND SEWELL,Mechanical,20,2024-03-23,3,11
36,Wednesday,FINCH WEST STATION,Mechanical,12,2024-04-17,4,12
106,Sunday,SHEPPARD AND TUSCAN GA,Utilized Off Route,36,2024-04-21,4,0
52,Friday,5600 SILVER DART RD,Mechanical,20,2024-04-12,4,11
929,Thursday,DUFFERIN AND LIBERTY,Vision,16,2024-07-18,7,19
35,Saturday,JANE AND NICKLE,Security,16,2024-05-25,5,5
165,Friday,WESTON AND SHEPPARD,Mechanical,20,2024-07-26,7,11
86,Saturday,KINGSTON AND CROMWELL,Mechanical,20,2024-03-23,3,8
134,Tuesday,CENTENNIAL COLLEGE,Operations - Operator,50,2024-02-27,2,23
43,Monday,KENNEDY STATION,Mechanical,20,2024-07-08,7,15
45,Wednesday,STEELES AND KIPLING,General Delay,20,2024-07-31,7,21
85,Wednesday,MEADOWVALE AND SHEPPAR,Mechanical,32,2024-06-19,6,16
86,Saturday,KENNEDY STATION,Collision - TTC,20,2024-08-24,8,17
96,Thursday,WESTHUMBER AND KIPLING,Operations - Operator,40,2024-02-01,2,14
29,Wednesday,DUFFERIN AND WILSON,Operations - Operator,20,2024-03-27,3,17
116,Monday,EGLINTON AND GILDER,Mechanical,16,2024-02-05,2,18
95,Tuesday,RYLANDER AND KINGSTON,Mechanical,20,2024-06-25,6,14
131,Thursday,SCARBOROUGH TOWN CENTE,Security,34,2024-08-08,8,0
85,Friday,DON MILLS STATION,Emergency Services,40,2024-07-19,7,22
939,Friday,KENNEDY AND SHROPSHIRE,Collision - TTC,14,2024-07-26,7,13
952,Wednesday,EGLINTON STATION,Mechanical,24,2024-01-17,1,18
939,Friday,FINCH STATION,Mechanical,14,2024-04-19,4,9
900,Saturday,KIPLING STATION,Security,20,2024-06-22,6,7
960,Thursday,FINCH STATION,Operations - Operator,13,2024-06-20,6,7
903,Thursday,KENNEDY STATION,Operations - Operator,32,2024-08-01,8,15
99,Wednesday,ARROW GARAGE,Mechanical,30,2024-06-19,6,17
29,Monday,DUFFERIN STATION,Security,16,2024-01-08,1,20
52,Saturday,PEARSON AIRPORT,Mechanical,44,2024-08-03,8,8
34,Tuesday,EGLINTON AND WALDER,Emergency Services,15,2024-04-02,4,17
63,Sunday,EGLINTON AND MARLEE,Mechanical,14,2024-07-28,7,12
40,Thursday,KIPLING STATION,Mechanical,50,2024-09-19,9,20
34,Thursday,EGLINTON AND DVP,Collision - TTC,18,2024-03-07,3,18
925,Friday,PAPE STATION,Mechanical,18,2024-01-12,1,17
38,Friday,ELLESMERE AND VARDEN B,Mechanical,30,2024-09-20,9,5
7,Thursday,BATHURST AND ST CLAIR,Mechanical,20,2024-04-11,4,5
90,Sunday,BATHURST AND BARTON,Mechanical,20,2024-08-18,8,21
63,Tuesday,KING AND RONCESVALLES,Mechanical,12,2024-09-24,9,8
95,Friday,YORK MILLS STATION,Operations - Operator,24,2024-08-30,8,15
7,Wednesday,BATHURST AND MARQUETTE,Security,20,2024-05-22,5,22
929,Tuesday,DUFFERIN AND ROGERS,Mechanical,16,2024-05-21,5,12
165,Wednesday,WESTON AND SHEPPARD,Mechanical,12,2024-08-21,8,6
44,Monday,KIPLING STATION,Security,16,2024-03-18,3,5
900,Saturday,THE EAST MALL AND YARN,Mechanical,16,2024-09-14,9,14
85,Tuesday,MEADOWVALE AND SHEPPAR,Mechanical,32,2024-02-27,2,16
47,Friday,YORKDALE STATION,Utilized Off Route,16,2024-04-26,4,13
73,Friday,ALBION AND KIPLING,Security,44,2024-08-09,8,16
108,Saturday,DRIFTWOOD AND YORKWOOD,Emergency Services,40,2024-06-22,6,9
985,Friday,SHEPPARD AND ALLANFORD,Emergency Services,24,2024-03-01,3,10
339,Sunday,FINCH AND BALDOON,Mechanical,40,2024-02-18,2,2
116,Friday,KENNEDY STATION,Operations - Operator,20,2024-06-28,6,0
905,Monday,KINGSTON AND LAWRENCE,Security,16,2024-06-17,6,10
134,Wednesday,TAPSCOTT AND CROW TRAI,Vision,36,2024-09-25,9,5
100,Tuesday,BROADVIEW AND MORTIMER,Collision - TTC,10,2024-09-24,9,19
85,Monday,SHEPPARD AND KINGSTON,Cleaning - Unsanitary,54,2024-06-24,6,10
952,Monday,EGLINTON STATION,Security,20,2024-09-16,9,9
133,Sunday,KENNEDY STATION,Mechanical,30,2024-08-11,8,12
102,Monday,MARKHAM AND VERNE,Mechanical,30,2024-01-22,1,21
25,Wednesday,DON MILLS STATION,Mechanical,13,2024-02-07,2,16
95,Tuesday,ELLESMERE AND PRINCIPA,Mechanical,20,2024-05-07,5,23
94,Monday,OSSINGTON STATION,Utilized Off Route,20,2024-04-15,4,21
25,Saturday,PAPE AND COSBURN,Collision - TTC,18,2024-01-06,1,22
905,Saturday,MARKHAM AND EGLINTON,Mechanical,30,2024-08-31,8,16
36,Thursday,FINCH AND EDITHVALE,Mechanical,9,2024-08-15,8,15
36,Friday,FINCH AND ARROW,Mechanical,12,2024-05-31,5,13
74,Saturday,MOUNT PLEASANT AND LAW,Security,50,2024-05-11,5,19
72,Friday,PAPE STATION,Mechanical,46,2024-02-23,2,16
116,Saturday,MORNINGSIDE AND NIGHTS,Mechanical,20,2024-06-15,6,15
85,Sunday,SHEPPARD AND PHARMACY,Diversion,28,2024-01-07,1,0
95,Sunday,YORK MILLS AND BAYVIEW,Operations - Operator,24,2024-07-14,7,15
68,Thursday,WARDEN AND MCNICOLL,Operations - Operator,28,2024-04-25,4,22
32,Thursday,EGLINTON AND CALEDONIA,Security,16,2024-02-01,2,8
927,Sunday,STEELES AND MARTIN GRO,Mechanical,22,2024-03-31,3,22
46,Saturday,KIPLING STATION,Security,48,2024-04-06,4,22
36,Tuesday,FINCH AND WESTON,Mechanical,11,2024-02-27,2,9
12,Friday,BINGHAM LOOP,Utilized Off Route,50,2024-04-26,4,12
929,Tuesday,WILSON STATION,Utilized Off Route,16,2024-09-17,9,18
85,Tuesday,SHEPPARD AND KENNEDY,Mechanical,30,2024-09-24,9,20
48,Friday,MILL RD AND RATHBURN,Mechanical,56,2024-09-13,9,17
72,Thursday,BOUCHETTE AND LAKE SHO,Collision - TTC,30,2024-03-14,3,9
122,Monday,YORK MILLS STATION,Mechanical,40,2024-05-06,5,21
54,Tuesday,EGLINTON STATION,Mechanical,20,2024-05-07,5,6
995,Monday,ELLESMERE AND MCCOWAN,Mechanical,20,2024-06-17,6,16
122,Saturday,YORK MILLS AND OLD YOR,Security,44,2024-05-04,5,0
13,Sunday,QUEENS PARK AND TREASU,General Delay,20,2024-04-21,4,12
121,Monday,FRONT AND BAY,Operations - Operator,40,2024-02-12,2,13
133,Friday,SCARBOROUGH TOWN SENTR,Mechanical,30,2024-07-05,7,7
985,Monday,SHEPPARD AND WASHBURN,Mechanical,12,2024-07-22,7,6
32,Friday,RENFORTH STATION,Mechanical,20,2024-02-02,2,14
900,Wednesday,KIPLING STATION,Security,20,2024-03-20,3,17
24,Tuesday,VICTORIA PARK STATION,Cleaning - Unsanitary,20,2024-02-20,2,17
960,Friday,STEELES AND ISLINGTON,Operations - Operator,22,2024-01-26,1,12
86,Monday,EGLINTON AND MARKHAM,Security,20,2024-05-20,5,21
116,Sunday,KENNEDY STATION,Operations - Operator,16,2024-08-11,8,11
902,Thursday,CENTENNIAL COLLEGE TER,Mechanical,24,2024-09-12,9,7
109,Saturday,LAWRENCE WEST STATION,Operations - Operator,20,2024-06-01,6,9
985,Tuesday,SHEPPPARD AND E OF NEI,Mechanical,24,2024-03-19,3,16
29,Monday,WILSON STATION,Vision,16,2024-09-16,9,17
20,Tuesday,DANFORTH AND VICTORIA,Security,46,2024-06-25,6,20
32,Wednesday,JANE AND JOHN BETH,Mechanical,5,2024-06-26,6,16
24,Monday,VICTORIA PARK STATION,Mechanical,20,2024-03-25,3,8
989,Thursday,KEELE AND DUNDAS,Utilized Off Route,20,2024-04-25,4,16
91,Sunday,O'CONNOR AND CURITY,Collision - TTC,50,2024-08-18,8,15
32,Thursday,EGLINTON AND DUFFERIN,Operations - Operator,22,2024-02-22,2,16
45,Monday,KIPLING STATION,Collision - TTC,20,2024-04-29,4,18
929,Monday,LAWRENCE AND DUFFERIN,Operations - Operator,20,2024-04-08,4,16
300,Monday,COXWELL STATION,Operations - Operator,34,2024-07-29,7,1
86,Sunday,TORONTO ZOO,Vision,20,2024-05-19,5,16
168,Sunday,AVON AND WESTON,Vision,44,2024-05-05,5,21
32,Thursday,EGLINTON AND AVENUE,Collision - TTC,20,2024-01-25,1,21
63,Wednesday,EGLINTON WEST STATION,Collision - TTC,20,2024-05-22,5,16
63,Friday,OSSINGTON AND DAVENPOR,Collision - TTC,20,2024-01-12,1,21
69,Friday,WARDEN STATION,Operations - Operator,36,2024-06-07,6,15
47,Tuesday,LANSDOWNE AND LAPPIN,Mechanical,40,2024-04-23,4,19
130,Tuesday,MIDDLEFIELD AND RICHMO,Mechanical,44,2024-04-09,4,16
905,Saturday,MILITARY TRAIL AND MOR,Diversion,43,2024-09-14,9,14
17,Monday,ST CLAIR AND SANTAMONI,Mechanical,50,2024-07-15,7,23
168,Wednesday,DAVENPORT AND SYMINGTO,Emergency Services,34,2024-05-01,5,0
95,Thursday,ELLESMERE AND MARKHAM,Mechanical,22,2024-07-25,7,10
102,Tuesday,WARDEN STATION,Security,40,2024-08-06,8,22
52,Thursday,PEARSON AIRPORT TERMIN,Utilized Off Route,40,2024-04-11,4,11
48,Friday,KIPLING AND RATHBURN,Mechanical,56,2024-09-13,9,19
52,Monday,PEARSON AIRPORT TERMIN,Mechanical,36,2024-01-22,1,14
97,Monday,HILDA AND FONTAINBLEAU,Collision - TTC,40,2024-09-16,9,15
13,Sunday,AVENUE AND ST CLAIR,Mechanical,40,2024-04-07,4,13
34,Friday,EGLINTON AND WARDEN,Operations - Operator,17,2024-08-30,8,19
7,Tuesday,BATHURST AND ST CLAIR,Collision - TTC,20,2024-05-14,5,0
77,Thursday,WINDERMERE AND MORNING,Mechanical,30,2024-04-25,4,15
85,Saturday,SHEPPARD AND NEILSON,Operations - Operator,18,2024-07-13,7,12
79,Wednesday,LAWRENCE AND WESTON,Operations - Operator,30,2024-01-10,1,11
116,Friday,EGLINTON AND DANFORTH,Mechanical,16,2024-07-12,7,8
100,Tuesday,ERINDALE AND BROADVIEW,Collision - TTC,10,2024-09-24,9,6
336,Thursday,FINCH AND DUFFERIN,Security,40,2024-04-04,4,4
86,Saturday,MEADOWVALE AND SHEPPAR,Security,14,2024-04-27,4,22
63,Tuesday,OSSINGTON AND DEWSON,Emergency Services,20,2024-02-20,2,8
925,Tuesday,OVERLEA AND THORNCLIFF,Collision - TTC,18,2024-07-16,7,17
54,Tuesday,LAWRENCE AND SCARBOROU,Collision - TTC,30,2024-01-09,1,19
39,Wednesday,FINCH STATION,Security,20,2024-04-24,4,4
34,Thursday,EGLINTON AND PHARMACY,Mechanical,18,2024-08-08,8,17
40,Monday,AUKLAND AND DUNDAS,Collision - TTC,40,2024-06-17,6,17
96,Monday,JOHN GARLAND AND MARTI,Mechanical,40,2024-01-08,1,22
20,Monday,KENNEDY AND DANFORTH,Mechanical,30,2024-04-22,4,15
47,Saturday,LANSDOWNE AND WALLACE,Diversion,47,2024-08-31,8,10
66,Wednesday,PARK LAWN AND THE QUEE,Collision - TTC,20,2024-05-22,5,8
75,Monday,JARVIS AND QUEEN,Cleaning - Unsanitary,16,2024-02-05,2,15
52,Thursday,EGLINTON STATION,Operations - Operator,26,2024-06-27,6,19
35,Saturday,JANE AND GILTSPUR,Cleaning - Unsanitary,14,2024-05-11,5,14
96,Sunday,CARRIER AND HUMBER COL,Emergency Services,40,2024-08-11,8,19
75,Thursday,LOWER JARVIS AND QUEEN,Emergency Services,13,2024-03-21,3,14
38,Friday,SCABOROUGH CENTRE STAT,Operations - Operator,24,2024-06-28,6,18
123,Thursday,BROWN'S LINE AND FINSB,Mechanical,24,2024-03-28,3,16
85,Saturday,SHEPPARD AND MORNINGSI,Mechanical,24,2024-03-09,3,9
131,Friday,KENNEDY AND WICKWARE,Mechanical,30,2024-04-05,4,8
127,Sunday,DAVENPORT AND BATHURST,Collision - TTC,54,2024-07-07,7,19
32,Wednesday,JANE AND TRETHEWAY,Operations - Operator,18,2024-06-26,6,15
116,Tuesday,EGLINTON AND MARKHAM,Utilized Off Route,20,2024-04-23,4,22
68,Thursday,WARDEN AND COMSTOCK,Road Blocked - NON-TTC Collision,42,2024-02-08,2,16
79,Friday,MT DENNIS DIVISION,Operations - Operator,20,2024-01-05,1,7
35,Saturday,JANE STATION,Emergency Services,16,2024-06-01,6,20
54,Friday,LAWRENCE AND WAYNE,Security,20,2024-04-05,4,0
98,Friday,SHEPPARD YONGE STATION,Operations - Operator,40,2024-04-26,4,17
56,Monday,DONLANDS STATION,Operations - Operator,40,2024-04-08,4,19
108,Tuesday,ARROW ROAD DIVISION,Operations - Operator,20,2024-01-09,1,6
46,Wednesday,LLOYD MANOR AND BEAVER,Emergency Services,22,2024-01-17,1,18
67,Wednesday,PHARMACY AND ELLESMERE,General Delay,20,2024-05-01,5,17
57,Thursday,KENNEDY STATION,Mechanical,50,2024-07-18,7,22
118,Wednesday,WILSON STATION,Mechanical,50,2024-07-31,7,15
927,Friday,MARTIN GROVE AND ALBIO,Mechanical,20,2024-03-08,3,12
56,Friday,DONLANDS AND COSBURN,Mechanical,30,2024-06-21,6,7
96,Saturday,WILSON AND NORTHGATE,Collision - TTC,40,2024-03-23,3,10
43,Wednesday,KENNEDY STATION,Mechanical,20,2024-07-10,7,9
68,Friday,WARDEN AND LAWRENCE,Investigation,40,2024-07-12,7,11
960,Monday,STEELES AND MARTIN GRO,Emergency Services,40,2024-02-19,2,6
85,Saturday,TORONTO ZOO,Collision - TTC,12,2024-05-18,5,17
60,Tuesday,YONGE AND PATRICIA,Collision - TTC,22,2024-02-27,2,14
94,Thursday,CASTLE FRANK STATION,Operations - Operator,40,2024-01-25,1,7
21,Monday,KENNEDY STATION,Mechanical,0,2024-09-23,9,5
